@id,@lon,@lat,name,4,city,street
10067815434,22.4700087,41.6339241,Kiper,2,Radovish,Ул. Шампион
10074605718,21.4147315,41.9812448,Магнит,4,Skopje,салвадор аљенде
10174642577,22.5149349,41.8829964,Пакет Маркет,2,Vinica,Партизанска
10202493072,20.6717018,41.1770681,Netto,3,Struga,Marshal Tito
10202493074,20.671331,41.1782108,Миса,0,Struga,Elpida Karamandi
10232921181,21.5650971,41.3442023,Кипер,1,Prilep,Oktomvriska
1000000032490361,21.4048578,41.9970061,Веро 2,4,Skopje,Mitropolit Teodosij Gologanov
1000000032530189,21.3902944,42.0011559,СП Маркет Тафталиџе,0,Skopje,Moskovska
1000000032530316,21.3951135,42.0042355,Тинекс маркет,1,Skopje,Nikola Rusinski
1000000037977769,21.4776619,41.9963111,Super Tinex,2,Skopje,Pero Nakov
1000000038085854,21.316243,41.0227783,Tinex,2,Bitola,ASNOM
1000000038319553,21.3349004,41.0318457,Безистен,1,Bitola,Filip Vtori Makedonski
1000000038616803,21.3351604,41.0290507,Веро,3,Bitola,Широк Сокак
1000000083938482,20.9807298,42.0072108,Веро,3,Tetovo,Vidoe Smilevski Bato
1000000120656727,21.4436912,41.97716,ДМ,4,Skopje,Народни Херои
1000000120974473,21.4452347,41.9718766,Кам Маркет,0,Skopje,Hristo Tatarchev
1000000140100014,21.4373488,41.9579394,Давидов Сопиште,1,Skopje,Христо Татарчев 24
1000000155686286,21.5858883,41.9897911,My Market,0,Marino,Улица 532
1000000159159736,21.7841484,41.7151784,Кам,2,Veles,8-ми Септември
1000000163003845,21.4287725,41.9836982,Рептил,0,Skopje,Востаничка
1000000174144792,21.4079449,42.0029704,Tinex,3,Skopje,Веселин Маслеша
1000000174347119,21.4515704,42.0562297,Рептил,1,Radishani,Радишанска
1000000174347121,21.4516522,42.0575371,Гиго Трејд,1,Radishani,Радишанска
1000000175292226,21.4608541,42.0107898,Жито Маркет 43,2,Skopje,Филип Филиповиќ
1000000175451798,21.4672107,42.0039391,Цибус маркет,3,Skopje,В'мбел
1000000175890713,21.4355485,42.0159935,Рамстор - Чаир,0,Skopje,Ѓорги поп Христов
1000000179747895,21.4532111,41.9818881,Тинекс,2,Skopje,3 Makedonska Brigada
1000000187211072,21.728167,42.1564144,АЛФИ,4,Kumanovo,Улица 7
1000000192121435,21.3382184,41.0336842,ШИК СУПЗР ДИСКОНТ,1,Bitola,St Prohor Pchinski
1000000220298544,22.5527096,41.1287497,Hellenic Duty Free Shop,3,Tsoliades,Thessaloniki - Evzonoi Highway
1000000223381752,21.4438255,41.9769194,Кит Го,1,Skopje,Народни Херои
1000000228159812,20.9643711,41.9967012,Prince 2,0,Tetovo,Vidoe Smilevski Bato
1000000228746727,21.5025205,42.0065629,Тинекс,3,Skopje,Јужноморавски Бригади
1000000232361537,22.6503502,41.4287275,Gold Market,0,Strumica,Ѓорги Василев
1000000245839091,22.1977746,41.7443966,Супер Кид-Го,0,Shtip,5ти Конгрес
1000000250274769,21.4506231,41.9891213,ТЦ Скопјанка,2,Skopje,Bulevar Kuzman Josifovski Pitu
1000000251145740,21.375814,42.0072125,Зур,0,Skopje,Петар Чаулев
1000000251602323,21.3743065,42.0103679,Кам Маркет,2,Skopje,Aco Shopov
1000000284613221,21.4326702,41.9761939,Supermarket,1,Skopje,Пржино
1000000301761698,21.4525775,41.9751955,Ramstore,0,Skopje,Борис Трајковски
1000000337184512,21.4339996,42.0160405,Mini Market,0,Skopje,Ѓорги поп Христов
1000000375776404,21.2173586,41.5077695,Александрија,2,Makedonski Brod,Marshal Tito
1000000405877741,21.3877062,42.0140245,Tinex,2,Skopje,Skupi
1000000406043677,21.518485,41.3625146,Стибера,4,Prilep,Jordan Chopela-Kulak
1000000411111681,21.3876478,41.9999378,Super Tediko,2,Skopje,Budimpestanska
1000000455712852,21.4167805,41.9930588,Ramstor,1,Skopje,Vasil Gjorgov
1000000455835083,21.5173422,42.0130438,S Market,3,Skopje,Metodija Andonov Chento
1000000476397811,21.4453385,42.0142998,Веро,4,Skopje,Булевар Христијан Тодоровски Карпош
1000000495481035,21.7181585,42.1378405,Cepe kumanovo,3,Kumanovo,Доне Божинов
1000000510526921,21.7259902,42.1358229,Duboprom,1,Kumanovo,Иво Лола Рибар
1000000542428719,21.3863951,42.0054375,Zur Market,2,Skopje,Волгоградска
1000000546659780,21.388564,42.0079593,Tinex 4,4,Skopje,Вич
1000000547102982,21.4122303,42.0032604,ЗУР Маркет,0,Skopje,Руѓер Бошковиќ
1000000569601144,20.8041429,41.1183888,Тамаро,0,Ohrid,7-mi Noemvri
1000000572339612,20.9612811,41.9937795,Рамстор,2,Tetovo,R2233
1000000579389717,20.6708361,41.1777359,Тинекс,2,Struga,Јабланица
1000000608077962,20.8975074,41.7951439,Konsum,4,Gostivar,Jna
1000000670540185,21.4469097,42.0013838,Zlaten Kup Market,0,Skopje,Петре Георгиев
1000000706686939,21.7195655,42.1267035,Елида Маркет,1,Kumanovo,Народна Револуција
1000000717943745,21.3382482,41.0334243,KAM,4,Bitola,Debarca
1000000721977894,20.8955312,41.7954714,ETC,0,Gostivar,Jna
1000000765858549,20.9155622,41.8031401,Mega Market Montenegro,3,Gostivar,Ilindenska
1000000765858551,20.9117395,41.7885107,Super Market Montenegro,0,Gostivar,Драге Тодороски
1000000810054463,21.5414589,41.3545194,Тобако,3,Prilep,Prilepski Braniteli
1000000839346262,21.934631,41.8683567,Крис-Деј,3,Sveti Nikole,Крсте Мисирков
1000000840307215,21.9343156,41.8686028,Астра,3,Sveti Nikole,Karposheva
1000000857860053,21.5446451,41.3361279,Форум,1,Prilep,Aleksandar Makedonski
1000000864335692,21.5644149,41.3519736,Футура 12,3,Prilep,Panko Brashnarov
1000000963443702,21.3132468,41.0231465,Жито Леб,3,Bitola,Ружа Делчева
1000000991663709,21.3119866,41.0271592,Веро Џамбо,4,Bitola,Игњат Атанасовски
1000000991665037,21.3125149,41.0265271,Веро,0,Bitola,Игњат Атанасовски
1000001038863347,21.9357995,41.8598126,Астра,3,Sveti Nikole,Септемвриска
1000001041572864,21.6026983,41.8727516,Зур Маркет,3,Zelenikovo,R117
1000001054290139,21.3105261,41.4426808,Лато Комерц,4,Lazhani,R2335
1000001083452421,20.8905809,41.8746476,Kipper,2,Negotino,R1206
